gene	FR	FS	PR	PS	Tsil	Trepl	npop	nout	mk_pval	alpha	mk_pval_fdr	dos	total_poly	total_div
MGME1	23	15	2	0	338.58	677.16	15	2	0.519230769230769	-Inf	1	-0.394736842105263	2	38
MGP	0	4	0	0	102.96	205.92	15	2	1	NA	1	NA	0	4
MGST1	3	4	1	0	154.44	308.88	15	2	1	-Inf	1	-0.571428571428571	1	7
MIB1	1	42	0	6	978.45	1956.9	15	2	1	1	1	0.0232558139534884	6	43
MICALL1	18	39	6	18	919.71	1839.42	15	2	0.60564761479994	0.277777777777778	1	0.0657894736842105	24	57
MICU2	5	16	1	2	384.12	768.24	15	2	1	-0.6	1	-0.0952380952380952	3	21
MID1	0	7	0	2	242.55	485.1	15	2	1	NA	1	0	2	7
MID1IP1	0	5	3	4	156.75	313.5	15	2	0.204545454545455	-Inf	1	-0.428571428571429	7	5
MIEF1	4	26	3	3	460.35	920.7	15	2	0.0732706572365016	-5.5	1	-0.366666666666667	6	30
MINA	11	19	4	4	468.27	936.54	15	2	0.686928389490059	-0.727272727272727	1	-0.133333333333333	8	30
MIOS	0	20	2	4	440.55	881.1	15	2	0.0461538461538462	-Inf	1	-0.333333333333333	6	20
MIPEP	15	26	2	9	761.31	1522.62	15	2	0.303804084820801	0.614814814814815	1	0.184035476718404	11	41
MIS18A	18	12	2	2	191.07	382.14	15	2	1	0.333333333333333	1	0.1	4	30
MITD1	0	9	1	2	248.49	496.98	15	2	0.25	-Inf	1	-0.333333333333333	3	9
MKKS	16	24	6	9	529.65	1059.3	15	2	1	0	1	0	15	40
MKL1	11	31	4	7	1005.84	2011.68	15	2	0.70808195651971	-0.61038961038961	1	-0.101731601731602	11	42
MKLN1	2	23	1	5	723.69	1447.38	15	2	0.488320355951057	-1.3	1	-0.0866666666666667	6	25
MKRN1	7	6	1	0	339.9	679.8	15	2	1	-Inf	1	-0.461538461538462	1	13
MKX	5	6	0	3	211.2	422.4	15	2	0.258241758241758	1	1	0.454545454545455	3	11
MLC1	3	12	0	0	376.2	752.4	15	2	1	NA	1	NA	0	15
MLF2	1	15	1	4	241.56	483.12	15	2	0.428571428571429	-2.75	1	-0.1375	5	16
MLH1	29	32	24	26	728.64	1457.28	15	2	1	-0.0185676392572944	1	-0.00459016393442624	50	61
MLIP	54	28	7	5	581.46	1162.92	15	2	0.747661643457145	0.274074074074074	1	0.0752032520325203	12	82
MLLT10	8	29	1	11	1040.49	2080.98	15	2	0.420306960009047	0.670454545454545	1	0.132882882882883	12	37
MLNR	7	16	4	11	355.41	710.82	15	2	1	0.168831168831169	1	0.0376811594202899	15	23
MMP1	9	15	2	1	462.33	924.66	15	2	0.548717948717949	-2.33333333333333	1	-0.291666666666667	3	24
MMP10	24	21	0	0	520.74	1041.48	15	2	1	NA	1	NA	0	45
MMP13	4	16	1	4	468.27	936.54	15	2	1	0	1	0	5	20
MMP16	17	16	1	0	367.29	734.58	15	2	1	-Inf	1	-0.484848484848485	1	33
MMP27	19	19	7	4	482.13	964.26	15	2	0.506200429750109	-0.75	1	-0.136363636363636	11	38
MMP7	11	9	0	1	265.32	530.64	15	2	0.476190476190476	1	1	0.55	1	20
MMR1L1	110	110	22	9	2620.2	5240.4	15	2	0.0344284141028011	-1.44444444444444	1	-0.209677419354839	31	220
MMR1L2	43	59	7	4	1423.62	2847.24	15	2	0.210525540343705	-1.40116279069767	1	-0.214795008912656	11	102
MMR1L4	32	62	9	9	1426.59	2853.18	15	2	0.284988164205737	-0.9375	1	-0.159574468085106	18	94
MMS22L	34	41	6	9	1239.48	2478.96	15	2	0.781435047079739	0.196078431372549	1	0.0533333333333333	15	75
MNX1	4	8	1	0	359.37	718.74	15	2	0.384615384615385	-Inf	1	-0.666666666666667	1	12
MOCOS	20	20	6	2	534.27	1068.54	15	2	0.2602899320304	-2	1	-0.25	8	40
MOCS1	8	23	6	2	590.04	1180.08	15	2	0.016086519956489	-7.625	1	-0.491935483870968	8	31
MON2	3	62	2	10	1696.86	3393.72	15	2	0.17073988191508	-3.13333333333333	1	-0.120512820512821	12	65
MORC3	18	41	1	5	899.91	1799.82	15	2	0.662166908316433	0.544444444444445	1	0.138418079096045	6	59
MOS	16	24	4	7	346.5	693	15	2	1	0.142857142857143	1	0.0363636363636364	11	40
MOSPD2	8	15	1	1	512.82	1025.64	15	2	1	-0.875	1	-0.152173913043478	2	23
MOV10L1	44	61	2	4	1194.93	2389.86	15	2	1	0.306818181818182	1	0.0857142857142857	6	105
MOXD1	5	12	0	3	566.94	1133.88	15	2	0.539473684210526	1	1	0.294117647058824	3	17
MPC1	6	5	1	1	132.33	264.66	15	2	1	0.166666666666667	1	0.0454545454545454	2	11
MPC2	1	4	0	2	125.73	251.46	15	2	1	1	1	0.2	2	5
MPHOSPH8	29	39	3	8	857.34	1714.68	15	2	0.510471446997807	0.495689655172414	1	0.153743315508021	11	68
MPLKIP	3	4	0	2	184.14	368.28	15	2	0.5	1	1	0.428571428571429	2	7
MPP2	0	20	2	3	485.1	970.2	15	2	0.0333333333333333	-Inf	1	-0.4	5	20
MPP7	0	14	2	2	571.23	1142.46	15	2	0.0392156862745098	-Inf	1	-0.5	4	14
MPPE1	11	18	4	2	395.01	790.02	15	2	0.367021735380369	-2.27272727272727	1	-0.28735632183908	6	29
MPST	5	21	1	4	294.03	588.06	15	2	1	-0.05	1	-0.00769230769230769	5	26
MRC1	17	35	8	16	1437.48	2874.96	15	2	1	-0.0294117647058822	1	-0.00641025641025639	24	52
MRE11	16	33	3	7	696.96	1393.92	15	2	1	0.116071428571429	1	0.0265306122448979	10	49
MROH1L1	26	72	13	25	1552.98	3105.96	15	2	0.402444422112291	-0.44	1	-0.0767991407089151	38	98
MRPL13	50	30	9	4	531.63	1063.26	15	2	0.762281683805961	-0.35	1	-0.0673076923076923	13	80
MRPL14	5	11	1	3	144.54	289.08	15	2	1	0.266666666666667	1	0.0625	4	16
MRPL15	1	7	0	1	292.05	584.1	15	2	1	1	1	0.125	1	8
MRPL18	5	11	4	5	181.17	362.34	15	2	0.670738995827164	-0.76	1	-0.131944444444444	9	16
MRPL19	5	16	1	0	226.71	453.42	15	2	0.272727272727273	-Inf	1	-0.761904761904762	1	21
MRPL3	6	28	1	2	334.62	669.24	15	2	0.477477477477477	-1.33333333333333	1	-0.156862745098039	3	34
MRPL30	4	4	1	2	151.47	302.94	15	2	1	0.5	1	0.166666666666667	3	8
MRPL39	13	17	3	0	341.55	683.1	15	2	0.102639296187683	-Inf	1	-0.566666666666667	3	30
MRPL42	7	4	0	1	145.53	291.06	15	2	0.416666666666667	1	1	0.636363636363636	1	11
MRPL48	12	15	4	4	210.87	421.74	15	2	1	-0.25	1	-0.0555555555555556	8	27
MRPL51	4	4	2	2	149.49	298.98	15	2	1	0	1	0	4	8
MRPL55	7	6	3	3	125.73	251.46	15	2	1	0.142857142857143	1	0.0384615384615384	6	13
MRPL57	0	6	1	0	102.96	205.92	15	2	0.142857142857143	-Inf	1	-1	1	6
MRPS10	13	7	4	0	196.02	392.04	15	2	0.283267457180501	-Inf	1	-0.35	4	20
MRPS18A	5	6	4	0	189.09	378.18	15	2	0.103296703296703	-Inf	1	-0.545454545454545	4	11
MRPS28	0	2	0	1	132.66	265.32	15	2	1	NA	1	0	1	2
MRPS31	16	16	4	5	392.37	784.74	15	2	1	0.2	1	0.0555555555555556	9	32
MRPS33	1	3	0	0	105.93	211.86	15	2	1	NA	1	NA	0	4
MRPS35	14	16	2	0	329.67	659.34	15	2	0.483870967741935	-Inf	1	-0.533333333333333	2	30
MRPS5	6	16	1	4	399.63	799.26	15	2	1	0.333333333333333	1	0.0727272727272727	5	22
MRPS6	0	4	0	0	112.86	225.72	15	2	1	NA	1	NA	0	4
MRPS9	8	16	0	3	373.23	746.46	15	2	0.532307692307692	1	1	0.333333333333333	3	24
MRS2	2	16	0	0	354.09	708.18	15	2	1	NA	1	NA	0	18
MSANTD3	1	8	0	1	272.25	544.5	15	2	1	1	1	0.111111111111111	1	9
MSANTD4	2	10	0	1	342.54	685.08	15	2	1	1	1	0.166666666666667	1	12
MSC	3	12	1	1	186.12	372.24	15	2	0.426470588235294	-3	1	-0.3	2	15
MSGN1	3	13	1	0	168.3	336.6	15	2	0.235294117647059	-Inf	1	-0.8125	1	16
MSH2	11	42	4	3	921.03	1842.06	15	2	0.0584504803797923	-4.09090909090909	1	-0.363881401617251	7	53
MSH6	17	110	11	17	1276.11	2552.22	15	2	0.00480083433616986	-3.18685121107266	1	-0.258998875140607	28	127
MSL3	0	21	1	4	517.77	1035.54	15	2	0.192307692307692	-Inf	1	-0.2	5	21
MSRA	3	5	0	1	176.22	352.44	15	2	1	1	1	0.375	1	8
MSRB3	1	2	1	1	181.17	362.34	15	2	1	-1	1	-0.166666666666667	2	3
MTA3	6	21	2	0	621.72	1243.44	15	2	0.0689655172413793	-Inf	1	-0.777777777777778	2	27
MTBP	29	36	9	6	871.2	1742.4	15	2	0.391207067432244	-0.862068965517241	1	-0.153846153846154	15	65
MTCL1	16	32	8	11	1499.85	2999.7	15	2	0.576347612584185	-0.454545454545455	1	-0.087719298245614	19	48
MTDH	4	18	2	6	614.79	1229.58	15	2	0.645198938992042	-0.5	1	-0.0681818181818182	8	22
MTERF2	23	25	6	2	394.02	788.04	15	2	0.254360955359845	-2.26086956521739	1	-0.270833333333333	8	48
MTERF3	13	17	4	4	410.85	821.7	15	2	1	-0.307692307692308	1	-0.0666666666666667	8	30
MTFR1	11	11	3	2	370.26	740.52	15	2	1	-0.5	1	-0.1	5	22
MTFR2	14	12	0	0	362.34	724.68	15	2	1	NA	1	NA	0	26
MTHFD1L	21	34	10	7	888.03	1776.06	15	2	0.166172689515465	-1.31292517006803	1	-0.206417112299465	17	55
MTIF2	15	39	1	3	719.73	1439.46	15	2	1	0.133333333333333	1	0.0277777777777778	4	54
MTIF3	10	18	3	5	265.32	530.64	15	2	1	-0.0800000000000001	1	-0.0178571428571428	8	28
MTMR2	1	40	0	6	639.54	1279.08	15	2	1	1	1	0.024390243902439	6	41
MTMR6	7	20	1	5	574.2	1148.4	15	2	1	0.428571428571429	1	0.0925925925925926	6	27
MTMR9	15	22	2	8	545.49	1090.98	15	2	0.289434492653183	0.633333333333333	1	0.205405405405405	10	37
MTNR1B	4	12	2	2	357.39	714.78	15	2	0.54922600619195	-2	1	-0.25	4	16
MTO1	16	19	10	6	687.06	1374.12	15	2	0.36782416326472	-0.979166666666667	1	-0.167857142857143	16	35
MTPAP	15	18	1	3	519.42	1038.84	15	2	0.618441971383148	0.6	1	0.204545454545455	4	33
MTPN	0	2	0	0	89.1	178.2	15	2	1	NA	1	NA	0	2
MTR	12	45	9	7	1197.57	2395.14	15	2	0.0109770170448687	-3.82142857142857	1	-0.351973684210526	16	57
MTRF1	14	19	1	2	428.67	857.34	15	2	1	0.321428571428571	1	0.0909090909090909	3	33
MTRF1L	13	13	1	4	392.04	784.08	15	2	0.344456803856137	0.75	1	0.3	5	26
MTRR	23	23	6	3	663.3	1326.6	15	2	0.475068106144688	-1	1	-0.166666666666667	9	46
MTSS1	12	28	5	7	693.99	1387.98	15	2	0.495936508502865	-0.666666666666667	1	-0.116666666666667	12	40
MTUS2	42	27	11	8	918.39	1836.78	15	2	1	0.116071428571429	1	0.0297482837528604	19	69
MURC	3	15	1	4	352.44	704.88	15	2	1	-0.25	1	-0.0333333333333334	5	18
MUT	9	31	1	4	741.51	1483.02	15	2	1	0.138888888888889	1	0.025	5	40
MX1	72	23	2	4	651.75	1303.5	15	2	0.0423505794720015	0.840277777777778	1	0.424561403508772	6	95
MXRA5	87	97	15	8	2868.36	5736.72	15	2	0.124148031999799	-1.09051724137931	1	-0.179347826086957	23	184
MYBL1	5	23	0	3	746.46	1492.92	15	2	1	1	1	0.178571428571429	3	28
MYBPC1	3	34	3	6	1113.75	2227.5	15	2	0.0791455455688853	-4.66666666666667	1	-0.252252252252252	9	37
MYC	3	23	2	1	414.81	829.62	15	2	0.0684181718664477	-14.3333333333333	1	-0.551282051282051	3	26
MYCBP2	13	164	5	12	4663.56	9327.12	15	2	0.0118814425856186	-4.25641025641026	1	-0.220671319375208	17	177
MYCT1	5	6	3	1	229.68	459.36	15	2	0.569230769230769	-2.6	1	-0.295454545454545	4	11
MYD88	2	14	1	3	294.03	588.06	15	2	0.508771929824561	-1.33333333333333	1	-0.125	4	16
MYF5	0	12	0	0	253.44	506.88	15	2	1	NA	1	NA	0	12
MYF6	1	9	0	1	205.92	411.84	15	2	1	1	1	0.1	1	10
MYH15	5	74	1	8	1918.62	3837.24	15	2	0.487088644213156	-0.85	1	-0.0478199718706048	9	79
MYH9	5	71	1	9	1942.38	3884.76	15	2	0.535006744168372	-0.577777777777778	1	-0.0342105263157895	10	76
MYL12A	2	22	0	1	389.07	778.14	15	2	1	1	1	0.0833333333333333	1	24
MYL3	0	7	1	1	192.06	384.12	15	2	0.222222222222222	-Inf	1	-0.5	2	7
MYLIP	4	26	1	9	441.54	883.08	15	2	1	0.277777777777778	1	0.0333333333333333	10	30
MYO16	39	56	6	4	1615.35	3230.7	15	2	0.320164979080892	-1.15384615384615	1	-0.189473684210526	10	95
MYO1G	9	13	6	22	613.8	1227.6	15	2	0.213793146348872	0.606060606060606	1	0.194805194805195	28	22
MYO3A	37	68	11	9	1730.52	3461.04	15	2	0.131822859410341	-1.24624624624625	1	-0.197619047619048	20	105
MYO6	10	48	0	4	1280.73	2561.46	15	2	1	1	1	0.172413793103448	4	58
MYO7A	11	109	4	13	2216.61	4433.22	15	2	0.0934568432424933	-2.04895104895105	1	-0.143627450980392	17	120
MYOM1	26	65	7	9	1758.24	3516.48	15	2	0.248904973337804	-0.944444444444444	1	-0.151785714285714	16	91
MYOM2	7	41	0	1	1437.48	2874.96	15	2	1	1	1	0.145833333333333	1	48
MYRFL	15	30	5	4	891	1782	15	2	0.265980687026888	-1.5	1	-0.222222222222222	9	45
MYRIP	41	8	5	1	512.49	1024.98	15	2	1	0.024390243902439	1	0.00340136054421769	6	49
MYT1L	2	22	2	1	1135.53	2271.06	15	2	0.0485470085470086	-21	1	-0.583333333333333	3	24
N4BP2L1	7	14	1	3	212.85	425.7	15	2	1	0.333333333333333	1	0.0833333333333333	4	21
N4BP2L2	82	45	21	14	1256.97	2513.94	15	2	0.692594917896275	0.176829268292683	1	0.0456692913385827	35	127
N6AMT1	4	10	2	0	213.84	427.68	15	2	0.125	-Inf	1	-0.714285714285714	2	14
NAA50	4	8	0	3	169.29	338.58	15	2	0.516483516483517	1	1	0.333333333333333	3	12
NAALAD2	16	24	4	3	733.59	1467.18	15	2	0.437989226493075	-1	1	-0.171428571428571	7	40
NAGA	17	19	6	9	430.65	861.3	15	2	0.761037533714064	0.254901960784314	1	0.0722222222222222	15	36
NAMPT	5	18	1	6	352.44	704.88	15	2	1	0.4	1	0.0745341614906832	7	23
NANOG	14	10	1	1	311.85	623.7	15	2	1	0.285714285714286	1	0.0833333333333334	2	24
NANP	9	12	1	3	259.38	518.76	15	2	0.626482213438735	0.555555555555556	1	0.178571428571429	4	21
NAP1L1	3	14	0	3	415.8	831.6	15	2	1	1	1	0.176470588235294	3	17
NAPA-NAPB	0	21	3	8	294.03	588.06	15	2	0.033266129032258	-Inf	1	-0.272727272727273	11	21
NAPEPLD	9	25	0	2	458.37	916.74	15	2	1	1	1	0.264705882352941	2	34
NAPG	2	8	0	1	305.91	611.82	15	2	1	1	1	0.2	1	10
NAPRT	22	55	7	24	661.65	1323.3	15	2	0.634463898327719	0.270833333333333	1	0.0599078341013825	31	77
NARS2	9	32	4	7	476.19	952.38	15	2	0.435048582606676	-1.03174603174603	1	-0.144124168514412	11	41
NAV3	17	78	7	4	1945.68	3891.36	15	2	0.00242809174827949	-7.02941176470588	0.978161257260591	-0.457416267942584	11	95
NBEA	8	48	5	8	1990.89	3981.78	15	2	0.0591721674649522	-2.75	1	-0.241758241758242	13	56
NBEAL2	34	81	30	47	2487.87	4975.74	15	2	0.211808033306241	-0.520650813516896	1	-0.0939582156973461	77	115
NCALD	0	4	0	5	192.06	384.12	15	2	1	NA	1	0	5	4
NCAPD2	42	64	2	10	1329.24	2658.48	15	2	0.206281526051673	0.695238095238095	1	0.229559748427673	12	106
NCAPG2	37	45	3	4	1115.73	2231.46	15	2	1	0.0878378378378378	1	0.0226480836236934	7	82
NCF4	9	17	3	5	341.55	683.1	15	2	1	-0.133333333333333	1	-0.0288461538461539	8	26
NCK2	0	7	0	3	377.19	754.38	15	2	1	NA	1	0	3	7
NCOA1	10	38	6	15	820.71	1641.42	15	2	0.541736188958214	-0.52	1	-0.0773809523809524	21	48
NCOA2	9	39	3	0	1434.18	2868.36	15	2	0.0105642256902761	-Inf	1	-0.8125	3	48
NCOA7	10	24	4	4	937.53	1875.06	15	2	0.406446240849322	-1.4	1	-0.205882352941176	8	34
NDC80	5	30	1	1	634.59	1269.18	15	2	0.301801801801802	-5	1	-0.357142857142857	2	35
NDP	1	1	1	0	132.66	265.32	15	2	1	-Inf	1	-0.5	1	2
NDRG1	3	14	0	0	380.16	760.32	15	2	1	NA	1	NA	0	17
NDUFA12	3	5	1	3	145.53	291.06	15	2	1	0.444444444444444	1	0.125	4	8
NDUFA4	0	4	0	0	82.17	164.34	15	2	1	NA	1	NA	0	4
NDUFA5	1	3	2	1	121.11	242.22	15	2	0.485714285714286	-5	1	-0.416666666666667	3	4
NDUFA6	1	10	0	2	121.77	243.54	15	2	1	1	1	0.0909090909090909	2	11
NDUFA9	5	13	3	1	377.19	754.38	15	2	0.116746411483254	-6.8	1	-0.472222222222222	4	18
NDUFAF4	10	7	0	2	172.26	344.52	15	2	0.210526315789474	1	1	0.588235294117647	2	17
NDUFAF5	6	10	1	3	195.03	390.06	15	2	1	0.444444444444444	1	0.125	4	16
NDUFAF6	9	20	5	4	324.72	649.44	15	2	0.245238487263854	-1.77777777777778	1	-0.245210727969349	9	29
NDUFB2	1	1	0	0	99.99	199.98	15	2	1	NA	1	NA	0	2
NDUFB9	8	14	0	2	173.25	346.5	15	2	0.536231884057971	1	1	0.363636363636364	2	22
NDUFC2	4	4	0	2	105.27	210.54	15	2	0.466666666666667	1	1	0.5	2	8
NDUFS6	3	5	1	1	124.74	249.48	15	2	1	-0.666666666666667	1	-0.125	2	8
NDUFV2	2	11	2	2	243.54	487.08	15	2	0.21890756302521	-4.5	1	-0.346153846153846	4	13
NDUFV3	4	6	0	1	102.63	205.26	15	2	1	1	1	0.4	1	10
NEBL	6	0	1	0	103.95	207.9	15	2	1	NA	1	0	1	6
NECAP1	2	8	1	2	272.25	544.5	15	2	1	-1	1	-0.133333333333333	3	10
NECTIN3	22	23	5	1	664.29	1328.58	15	2	0.195215958723915	-4.22727272727273	1	-0.344444444444444	6	45
NEDD1	23	27	3	5	659.34	1318.68	15	2	0.719531117393142	0.295652173913043	1	0.085	8	50
NEDD9	20	53	2	3	806.85	1613.7	15	2	0.617244775139512	-0.766666666666667	1	-0.126027397260274	5	73
NEIL2	18	16	8	3	313.83	627.66	15	2	0.309253342151811	-1.37037037037037	1	-0.197860962566845	11	34
NEK10	42	48	4	7	1169.52	2339.04	15	2	0.749983110368612	0.346938775510204	1	0.103030303030303	11	90
NEK11	25	23	5	5	594.99	1189.98	15	2	1	0.08	1	0.0208333333333334	10	48
NEK2	7	28	7	7	437.91	875.82	15	2	0.076484916096245	-3	1	-0.3	14	35
NEK3	25	24	8	9	494.01	988.02	15	2	1	0.146666666666667	1	0.0396158463385354	17	49
NEK5	45	26	8	2	809.16	1618.32	15	2	0.480924683638856	-1.31111111111111	1	-0.166197183098592	10	71
NELL2	4	26	2	4	808.83	1617.66	15	2	0.256177764360876	-2.25	1	-0.2	6	30
NENF	1	8	1	0	134.64	269.28	15	2	0.2	-Inf	1	-0.888888888888889	1	9
NEPRO	40	32	6	6	509.85	1019.7	15	2	0.762230311383052	0.2	1	0.0555555555555556	12	72
NETO1	5	10	2	1	528.66	1057.32	15	2	0.528186274509804	-3	1	-0.333333333333333	3	15
NEUROD6	0	18	0	2	334.62	669.24	15	2	1	NA	1	0	2	18
NFAM1	23	14	5	3	247.5	495	15	2	1	-0.0144927536231885	1	-0.0033783783783784	8	37
NFKBIE	16	12	1	4	353.43	706.86	15	2	0.174840732126605	0.8125	1	0.371428571428571	5	28
NFKBIZ	5	33	2	5	693.33	1386.66	15	2	0.296049129543174	-1.64	1	-0.154135338345865	7	38
NGLY1	21	23	1	0	647.46	1294.92	15	2	0.488888888888889	-Inf	1	-0.522727272727273	1	44
NHLH2	3	2	0	1	124.41	248.82	15	2	1	1	1	0.6	1	5
NHLRC1	15	23	3	5	375.21	750.42	15	2	1	0.08	1	0.0197368421052632	8	38
NHLRC3	8	16	0	1	336.6	673.2	15	2	1	1	1	0.333333333333333	1	24
NHS	34	76	11	26	1374.12	2748.24	15	2	1	0.0542986425339367	1	0.0117936117936118	37	110
NHSL1	36	73	12	16	1667.49	3334.98	15	2	0.37722298001785	-0.520833333333333	1	-0.0982961992136304	28	109
NID1	33	64	8	10	1317.69	2635.38	15	2	0.429279933850731	-0.551515151515152	1	-0.104238258877434	18	97
NINJ2	3	4	0	3	119.79	239.58	15	2	0.475	1	1	0.428571428571429	3	7
NINL	29	29	16	6	620.73	1241.46	15	2	0.0812996508253027	-1.66666666666667	1	-0.227272727272727	22	58
NIPA1	2	12	1	0	324.72	649.44	15	2	0.2	-Inf	1	-0.857142857142857	1	14
NIPA2	5	18	3	10	358.38	716.76	15	2	1	-0.0800000000000001	1	-0.0133779264214047	13	23
NIPAL2	25	15	2	2	387.09	774.18	15	2	0.633704355769018	0.4	1	0.125	4	40
NIT2	5	10	1	2	280.17	560.34	15	2	1	0	1	0	3	15
NKTR	49	70	9	9	1441.11	2882.22	15	2	0.609930712925831	-0.428571428571429	1	-0.0882352941176471	18	119
NKX2-4	1	2	0	1	177.21	354.42	15	2	1	1	1	0.333333333333333	1	3
NLGN4L	0	24	2	1	602.58	1205.16	15	2	0.00854700854700854	-Inf	1	-0.666666666666667	3	24
NMBR	4	14	0	1	385.11	770.22	15	2	1	1	1	0.222222222222222	1	18
NME6	5	5	0	1	151.8	303.6	15	2	1	1	1	0.5	1	10
NME7	5	23	3	2	377.19	754.38	15	2	0.0783951865709373	-5.9	1	-0.421428571428571	5	28
NME8	19	16	3	2	569.25	1138.5	15	2	1	-0.263157894736842	1	-0.0571428571428572	5	35
NMS	2	5	0	2	123.75	247.5	15	2	1	1	1	0.285714285714286	2	7
NMT2	0	12	1	6	494.01	988.02	15	2	0.368421052631579	-Inf	1	-0.142857142857143	7	12
NOBOX	58	34	5	3	711.81	1423.62	15	2	1	0.0229885057471264	1	0.00543478260869568	8	92
NOD1	8	47	5	13	942.48	1884.96	15	2	0.285614144275164	-1.25961538461538	1	-0.132323232323232	18	55
NOL12	9	11	7	3	213.84	427.68	15	2	0.260236548392471	-1.85185185185185	1	-0.25	10	20
NOL4	15	13	3	3	702.57	1405.14	15	2	1	0.133333333333333	1	0.0357142857142857	6	28
NOL7	11	7	4	5	217.8	435.6	15	2	0.44790236460717	0.490909090909091	1	0.166666666666667	9	18
NOM1	25	29	7	2	771.21	1542.42	15	2	0.147716470949533	-3.06	1	-0.314814814814815	9	54
NOP2	13	26	3	2	451.44	902.88	15	2	0.336358479863868	-2	1	-0.266666666666667	5	39
NOV	1	6	2	2	273.24	546.48	15	2	0.490909090909091	-5	1	-0.357142857142857	4	7
NOX3	10	15	1	0	525.69	1051.38	15	2	0.423076923076923	-Inf	1	-0.6	1	25
NOX4	7	12	0	0	375.21	750.42	15	2	1	NA	1	NA	0	19
NPAS2	2	21	3	10	668.25	1336.5	15	2	0.328227124183007	-2.15	1	-0.1438127090301	13	23
NPAS4	22	31	5	13	439.56	879.12	15	2	0.402645552079567	0.458041958041958	1	0.137316561844864	18	53
NPAT	59	90	12	19	1491.93	2983.86	15	2	1	0.0365744870651205	1	0.00887638016886771	31	149
NPC1	17	53	7	15	1271.16	2542.32	15	2	0.579079678140638	-0.454901960784314	1	-0.0753246753246753	22	70
NPHP1	16	28	4	5	673.2	1346.4	15	2	0.715086275968264	-0.4	1	-0.0808080808080808	9	44
NPHP3	9	38	5	4	1098.9	2197.8	15	2	0.034535701072882	-4.27777777777778	1	-0.364066193853428	9	47
NPSR1	8	10	0	0	278.85	557.7	15	2	1	NA	1	NA	0	18
NPTXR	2	21	4	6	475.53	951.06	15	2	0.053392658509455	-6	1	-0.31304347826087	10	23
NPVF	2	4	1	1	172.26	344.52	15	2	1	-1	1	-0.166666666666667	2	6
NPY	0	1	1	0	97.02	194.04	15	2	1	-Inf	1	-1	1	1
NR0B1	5	8	2	0	274.23	548.46	15	2	0.2	-Inf	1	-0.615384615384615	2	13
NR1D2	8	15	2	0	568.26	1136.52	15	2	0.15	-Inf	1	-0.652173913043478	2	23
NR1H4	9	18	0	2	526.68	1053.36	15	2	1	1	1	0.333333333333333	2	27
NR2E1	8	17	1	4	387.09	774.18	15	2	1	0.46875	1	0.12	5	25
NR4A3	0	14	1	7	582.45	1164.9	15	2	0.363636363636364	-Inf	1	-0.125	8	14
NRBP1	4	13	2	2	484.77	969.54	15	2	0.543859649122807	-2.25	1	-0.264705882352941	4	17
NRBP2	14	14	3	2	474.21	948.42	15	2	1	-0.5	1	-0.1	5	28
NRCAM	47	58	7	3	1809.06	3618.12	15	2	0.186032116555387	-1.87943262411348	1	-0.252380952380952	10	105
NRF1	3	20	0	8	457.38	914.76	15	2	0.54972191323693	1	1	0.130434782608696	8	23
NRIP1	21	25	4	2	1141.47	2282.94	15	2	0.410934586600598	-1.38095238095238	1	-0.210144927536232	6	46
NRP1	10	32	2	3	1049.07	2098.14	15	2	0.590387883742443	-1.13333333333333	1	-0.161904761904762	5	42
NRSN1	12	11	0	0	176.55	353.1	15	2	1	NA	1	NA	0	23
NRXN1	19	7	3	0	279.18	558.36	15	2	0.557471264367816	-Inf	1	-0.269230769230769	3	26
NSL1	11	14	1	4	253.44	506.88	15	2	0.622079070354933	0.681818181818182	1	0.24	5	25
NSMAF	4	34	0	2	907.83	1815.66	15	2	1	1	1	0.105263157894737	2	38
NSMCE2	2	2	0	0	109.89	219.78	15	2	1	NA	1	NA	0	4
NSUN2	18	26	2	1	755.37	1510.74	15	2	0.567067530064755	-1.88888888888889	1	-0.257575757575758	3	44
NSUN3	12	18	2	2	396.33	792.66	15	2	1	-0.5	1	-0.1	4	30
NSUN6	14	24	1	1	465.3	930.6	15	2	1	-0.714285714285714	1	-0.131578947368421	2	38
NT5C1B	3	14	0	1	346.17	692.34	15	2	1	1	1	0.176470588235294	1	17
NT5C3A	1	20	0	2	328.68	657.36	15	2	1	1	1	0.0476190476190476	2	21
NT5DC1	9	17	2	2	469.26	938.52	15	2	0.611056376573618	-0.888888888888889	1	-0.153846153846154	4	26
NT5DC3	0	16	0	3	495	990	15	2	1	NA	1	0	3	16
NTF3	12	12	0	0	328.68	657.36	15	2	1	NA	1	NA	0	24
NTN4	7	27	4	10	603.57	1207.14	15	2	0.707510526644425	-0.542857142857143	1	-0.0798319327731092	14	34
NTPCR	4	9	1	0	189.09	378.18	15	2	0.357142857142857	-Inf	1	-0.692307692307692	1	13
NTS	1	6	0	0	159.39	318.78	15	2	1	NA	1	NA	0	7
NUAK1	1	19	1	4	616.11	1232.22	15	2	0.366666666666667	-3.75	1	-0.15	5	20
NUB1	5	31	2	6	606.87	1213.74	15	2	0.59336886655751	-1.06666666666667	1	-0.111111111111111	8	36
NUDCD1	18	20	3	1	580.14	1160.28	15	2	0.606003752345216	-2.33333333333333	1	-0.276315789473684	4	38
NUDT15	4	5	6	2	159.39	318.78	15	2	0.334841628959276	-2.75	1	-0.305555555555556	8	9
