gene	FR	FS	PR	PS	Tsil	Trepl	npop	nout	mk_pval	alpha	mk_pval_fdr	dos	total_poly	total_div	SnIPRE.lbound	SnIPRE.ubound	SnIPRE.class	SnIPRE.est	SnIPRE.Rlbound	SnIPRE.Rubound	SnIPRE.tau	SnIPRE.theta	SnIPRE.Rclass	SnIPRE.Rest	SnIPRE.gamma	SnIPRE.f	SnIPRE.f.lb	SnIPRE.f.ub	SnIPRE.f.class
LOC395944	46	68	6	4	1873.08	3746.16	15	2	0.318430460809675	-1.21739130434783	1	-0.196491228070175	10	114	-0.585895145515895	-0.279990285816427	neg	-0.432942715666161	-0.94778567931071	-0.402477528745498	47.121370110633	0.000768537314104644	neg	-0.675131604028104	-0.541403791351981	0.599721398821123	0.456600948946424	0.787715390019513	neg
LOC396098	13	19	1	4	331.65	663.3	15	2	0.630277336159689	0.634615384615385	1	0.20625	5	32	-0.513142335728477	-0.02485741269207	neg	-0.268999874210274	-1.41800606274681	-0.498950857148075	29.5865323258039	0.00202110830153166	neg	-0.958478459947443	-0.348820866483853	0.425324190426	0.268620256257417	0.673427134020432	neg
LOC414835	76	148	20	26	2599.74	5199.48	15	2	0.238607929204593	-0.497975708502024	1	-0.0954968944099379	46	224	-0.412917131343602	-0.181912236165638	neg	-0.29741468375462	-1.24549343275944	-0.854475145347534	22.9797267698878	0.0024051504187159	neg	-1.04998428905349	-0.384223858406267	0.392405102806844	0.322718638690668	0.477130759566276	neg
LOC417741	5	10	1	2	284.13	568.26	15	2	1	0	1	0	3	15	-0.79318525944724	-0.135015810752498	neg	-0.464100535099869	-1.66728926201341	-0.430723106313198	21.2782462227445	0.00167091873549274	neg	-1.0490061841633	-0.580262218630264	0.417776854190268	0.225126276970979	0.775295323377441	neg
LOC417937	14	24	3	8	617.76	1235.52	15	2	0.725056277365199	0.357142857142857	1	0.0956937799043062	11	38	-0.562112081833894	-0.124149802551394	neg	-0.343130942192644	-1.45477097290361	-0.615802567098695	16.68872291367	0.00237519179241483	neg	-1.03528677000115	-0.440700454965593	0.405280653940178	0.266419156447001	0.616502792018345	neg
LOC417973	52	20	2	3	334.62	669.24	15	2	0.154172918412284	0.743589743589744	1	0.322222222222222	5	72	0.00423648886049627	0.366327114248184	pos	0.18528180155434	-0.492797820619327	0.237524792472099	46.7207458969888	0.00146632980365273	neut	-0.127636514073614	0.267192810880725	0.818307707685598	0.567966871668721	1.17896819298772	neut
LOC418108	16	20	2	0	297.33	594.66	15	2	0.217638691322902	-Inf	1	-0.555555555555556	2	36	-0.474743612719414	0.00762985561574775	neut	-0.233556878551833	-1.16110284642658	-0.271260799168456	55.4061115214689	0.00121671019832552	neg	-0.716181822797518	-0.304094247678491	0.488608364908341	0.313140342353463	0.762418024553103	neg
LOC418114	21	35	8	6	698.94	1397.88	15	2	0.230498935014317	-1.22222222222222	1	-0.196428571428571	14	56	-0.418429634457208	-0.0493387023541156	neg	-0.233884168405662	-1.26032708157228	-0.550388071060087	19.5148384613871	0.00242100879545801	neg	-0.905357576316185	-0.30679442163441	0.442778618266883	0.310474437097393	0.631464039187156	neg
LOC418222	14	8	1	1	313.5	627	15	2	1	0.428571428571429	1	0.136363636363636	2	22	-0.422168932416479	0.0944340350293638	neut	-0.163867448693558	-0.884839867693251	0.180493076761807	29.0980983000445	0.00108856543302814	neut	-0.352173395465722	-0.217465264325966	0.703157985087325	0.412780103052476	1.19780388102524	neut
LOC418298	1	15	3	0	313.83	627.66	15	2	0.00412796697626419	-Inf	1	-0.9375	3	16	-1.09478136042399	-0.337657028203263	neg	-0.716219194313624	-2.14396999232782	-0.79919704395593	24.0664601719022	0.00164136118798929	neg	-1.47158351814188	-0.854363847844644	0.299079100433029	0.152676779047848	0.585866434915563	neg
LOC418355	5	15	0	2	216.81	433.62	15	2	1	1	1	0.25	2	20	-0.847068267509793	-0.178257369690887	neg	-0.51266281860034	-1.92131454562957	-0.731981633597716	39.3710366161751	0.00174242490331728	neg	-1.32664808961364	-0.631929417154102	0.321762234809396	0.177542985307836	0.583166578086565	neg
LOC418414	5	3	1	0	119.79	239.58	15	2	1	-Inf	1	-0.375	1	8	-0.554748470835334	0.17747371661725	neut	-0.188637377109042	-1.25527389367561	0.21563454251445	22.909196139437	0.00144197165044026	neut	-0.51981967558058	-0.249465895405704	0.594625361994476	0.284994052941143	1.2406473581872	neut
LOC418421	27	19	2	0	717.75	1435.5	15	2	0.511524822695036	-Inf	1	-0.41304347826087	2	46	-0.466355589680642	-0.0550687998968399	neg	-0.260712194788741	-0.658168753899846	0.154545256363276	46.0306125579692	0.000628396218631045	neut	-0.251811748768285	-0.337763109043427	0.859296427798741	0.57234751667412	1.29009552823544	neut
LOC418544	9	20	0	6	527.67	1055.34	15	2	0.303691564602381	1	1	0.310344827586207	6	29	-0.789052762285906	-0.25282147100917	neg	-0.520937116647538	-1.71041660386309	-0.721147065004881	21.6842397435909	0.00183325370857812	neg	-1.21578183443399	-0.644205366102939	0.360917289724508	0.220076955265828	0.591844696239041	neg
LOC418667	8	19	2	0	282.15	564.3	15	2	0.110837438423645	-Inf	1	-0.703703703703704	2	27	-0.702028832727409	-0.136237543182219	neg	-0.419133187954814	-1.55870711940409	-0.537261617934218	47.2347068319201	0.00135863925983481	neg	-1.04798436866915	-0.525527075931974	0.410996222251272	0.246619862166438	0.6849232881141	neg
LOC418701	4	15	2	4	198	396	15	2	0.606053077357425	-0.875	1	-0.12280701754386	6	19	-0.717977427316868	-0.067870635052309	neg	-0.392924031184589	-2.02470454045169	-0.841646628358348	19.6808548986626	0.00353748505307172	neg	-1.43317558440502	-0.49860223995616	0.277232636042718	0.153446726001812	0.500895370448481	neg
LOC418927	1	6	1	0	128.7	257.4	15	2	0.25	-Inf	1	-0.857142857142857	1	7	-1.0584563255715	-0.139097568970448	neg	-0.598776947270974	-2.10397294427743	-0.46316962009245	24.002062587557	0.00163847439040377	neg	-1.28357128218494	-0.729182066430579	0.346588992038353	0.152592010851273	0.787281227249676	neg
LOC419074	5	41	0	5	734.91	1469.82	15	2	1	1	1	0.108695652173913	5	46	-1.20001035463903	-0.595211380119256	neg	-0.897610867379142	-2.33280035730222	-1.29780164191559	36.6974516981587	0.001475847110541	neg	-1.81530099960891	-1.03581944005099	0.224980879298477	0.134087616724925	0.377480973964693	neg
LOC419080	2	19	0	5	273.9	547.8	15	2	1	1	1	0.0952380952380952	5	21	-1.13750813801263	-0.363611080157945	neg	-0.750559609085285	-2.57380605647734	-1.23620644076117	22.6653586726262	0.00285831613946181	neg	-1.90500624861925	-0.890664968323134	0.196191361698938	0.100530102245122	0.382917033414425	neg
LOC419112	3	8	1	2	266.31	532.62	15	2	1	-0.333333333333333	1	-0.0606060606060606	3	11	-0.929978314984018	-0.181351292406289	neg	-0.555664803695153	-1.86368324056822	-0.475687657049564	16.3652696142496	0.00178074221379658	neg	-1.16968544880889	-0.685008802192761	0.382891431894753	0.19131501377052	0.766486124803462	neg
LOC420294	49	51	9	12	765.27	1530.54	15	2	0.639299759019817	0.219387755102041	1	0.0614285714285714	21	100	-0.162566235071564	0.126743799200155	neut	-0.0179112179357046	-1.04375134768072	-0.491497856514438	21.194028123605	0.00314360170605568	neg	-0.767624602097581	-0.0246641580229745	0.464111437256125	0.352101104630604	0.61170834621787	neg
LOC420734	13	12	0	1	248.49	496.98	15	2	1	1	1	0.52	1	25	-0.503139322459329	0.0328341338593148	neut	-0.235152594300007	-1.14514662783908	-0.127283016394734	47.7743847954002	0.00113902906745923	neg	-0.636214822116906	-0.306272310500687	0.529279349342985	0.318177049973291	0.880482626983176	neg
LOC420748	67	40	1	4	774.18	1548.36	15	2	0.0769048865379141	0.850746268656716	1	0.426168224299065	5	107	-0.221828809150579	0.0998079431997664	neut	-0.0610104329754064	-0.559849419160979	0.0311762281719933	63.4910988210054	0.000886508283397139	neut	-0.264336595494493	-0.0825372305674	0.767708076824617	0.57128806085531	1.03164642632267	neut
LOC420807	12	11	3	3	375.54	751.08	15	2	1	0.0833333333333334	1	0.0217391304347826	6	23	-0.439009373150096	0.0537305856098305	neut	-0.192639393770133	-1.11962271761948	-0.105507783199577	17.2358786813624	0.00182167478790301	neg	-0.61256525040953	-0.255365359989361	0.541943978875153	0.326402780121031	0.899864441170279	neg
LOC420992	15	16	2	4	477.18	954.36	15	2	0.666549666549667	0.466666666666667	1	0.150537634408602	6	31	-0.48678922190601	-0.0279835840663823	neg	-0.257386402986196	-1.16601613629123	-0.255762870503526	22.2003990470979	0.00162907223738992	neg	-0.710889503397376	-0.335456296417648	0.542560962856499	0.344192313107986	0.855301174019004	neg
LOC421081	15	12	3	1	203.94	407.88	15	2	0.620721436516765	-1.4	1	-0.194444444444444	4	27	-0.263219972857075	0.228955000875411	neut	-0.0171324859908319	-1.02834452638222	-0.0379422345567622	30.8962073006555	0.00195106667007889	neg	-0.53314338046949	-0.0235163301408436	0.586754212267169	0.357616508386705	0.962758753801496	neg
LOC421106	35	37	12	2	886.71	1773.42	15	2	0.0168228852009226	-5.34285714285714	1	-0.371031746031746	14	72	-0.293770950766379	0.0306041808165907	neut	-0.131583384974894	-0.835285805850518	-0.186445469853145	23.4890835010569	0.00163532110916958	neg	-0.510865637851832	-0.176230439179073	0.599974112678606	0.43374987888944	0.82990344719489	neg
LOC421108	23	31	5	7	818.73	1637.46	15	2	1	0.0372670807453416	1	0.00925925925925924	12	54	-0.459787053062581	-0.0887202861120941	neg	-0.274253669587337	-1.16550140909	-0.445040592562437	20.7368882713321	0.00184552508686885	neg	-0.805271000826216	-0.356411510181897	0.496898668317001	0.34658862591852	0.71237466396223	neg
LOC421195	160	124	10	9	2456.85	4913.7	15	2	0.813657712419469	0.138888888888889	1	0.0370644922164567	19	284	-0.252992711241904	-0.0242004751874075	neg	-0.138596593214656	-0.533158479897687	-0.150348350998557	60.5911481495308	0.000845908388249818	neg	-0.341753415448122	-0.184212028431627	0.749693295964441	0.619092028782962	0.907833825592613	neg
LOC421255	3	0	2	0	663.63	1327.26	15	2	1	NA	1	0	2	3	-1.0920371023035	-0.284334053732796	neg	-0.688185578018146	-1.14021209911342	0.511881294315606	3.55611160165417	0.000675597969153568	neut	-0.314165402398908	-0.866958999647171	0.955478646106791	0.41828976169271	2.18259141897871	neut
LOC421285	77	69	28	27	846.45	1692.9	15	2	0.874685778218057	0.0707070707070707	1	0.0183063511830636	55	146	0.101264596839389	0.336437634182544	pos	0.218851115510967	-0.997839688251147	-0.548475639142024	10.33623036721	0.00734688441054561	neg	-0.773157663696586	0.323952976527148	0.422872239477464	0.337777864975849	0.529391753282856	neg
LOC421502	43	17	3	0	419.76	839.52	15	2	0.556923774269094	-Inf	1	-0.283333333333333	3	60	-0.129066948790339	0.257070339852628	neut	0.0640016955311442	-0.391452289498843	0.399287183336785	50.5886206338934	0.000892911817714263	neut	0.00391744691897111	0.089378773568533	1.00390898278926	0.676074094924028	1.49077069784701	neut
LOC421584	16	28	2	5	550.44	1100.88	15	2	1	0.3	1	0.0779220779220779	7	44	-0.56785815644438	-0.131969556193881	neg	-0.34991385631913	-1.40696388680809	-0.595415265484059	28.625216195761	0.00180513592056473	neg	-1.00118957614607	-0.446300529705548	0.420073452353964	0.279956680501382	0.63030489772782	neg
LOC421690	22	22	2	4	569.25	1138.5	15	2	0.668837747865104	0.5	1	0.166666666666667	6	44	-0.433368375162228	-0.0240705434677268	neg	-0.228719459314978	-1.03880777709618	-0.239526248713747	29.5027309172237	0.00140316763712852	neg	-0.639167012904962	-0.299189941496618	0.576473709283987	0.386573923867312	0.859696133414669	neg
LOC421856	2	7	0	2	216.81	433.62	15	2	1	1	1	0.222222222222222	2	9	-1.09156804360923	-0.235726483184937	neg	-0.663647263397082	-2.12749856655935	-0.591237274245508	17.920222718457	0.00175314507735687	neg	-1.35936792040243	-0.801500167587023	0.328905945721838	0.152572460430367	0.709021826516022	neg
LOC421892	35	24	2	4	616.77	1233.54	15	2	0.389585790993776	0.657142857142857	1	0.259887005649718	6	59	-0.294584063095705	0.0719905840113489	neut	-0.111296739542178	-0.761290239386619	-0.0355568562275403	35.598310778225	0.00120821851382974	neg	-0.39842354780708	-0.149267231220137	0.671377390202619	0.46706031659593	0.965057739753409	neg
LOC421965	6	23	4	2	480.15	960.3	15	2	0.0428238744178023	-6.66666666666667	1	-0.459770114942529	6	29	-0.803124662874743	-0.25450748546404	neg	-0.528816074169391	-1.74285675565677	-0.737738804811123	23.7862062216966	0.00182625760822546	neg	-1.24029778023395	-0.652375817189045	0.353116947183978	0.213611581695705	0.583632433735893	neg
LOC422147	6	18	6	9	368.28	736.56	15	2	0.477531562184445	-1	1	-0.15	15	24	-0.557302875868481	-0.0360725492630899	neg	-0.296687712565785	-1.79637350754671	-0.802758263642062	8.48256382197894	0.00506345184936445	neg	-1.29956588559438	-0.389550183819237	0.306237025123352	0.186337508710718	0.503282822887746	neg
LOC422150	5	5	4	1	240.57	481.14	15	2	0.580419580419581	-3	1	-0.3	5	10	-0.517579594835348	0.11309285756004	neut	-0.202243368637654	-1.21635900841669	0.114178677579645	9.87211387913277	0.00203380475292636	neut	-0.551090165418521	-0.270028061089094	0.576315601477138	0.296305738921595	1.12092946545144	neut
LOC422171	32	39	5	4	1099.56	2199.12	15	2	0.7258529390535	-0.5234375	1	-0.104851330203443	9	71	-0.490416276729046	-0.145004806989	neg	-0.317710541859023	-0.959277209022058	-0.303286815632204	33.0090457981344	0.00108457124794063	neg	-0.631282012327131	-0.407492028989196	0.600773709251878	0.432777967635825	0.833985533161072	neg
LOC425623	1	1	0	0	21.45	42.9	15	2	1	NA	1	NA	0	2	-0.917117908772334	0.229767594013628	neut	-0.343675157379353	-2.01037563552818	0.00491292403346022	33.2794999818917	0.00173588807290634	neut	-1.00273135574736	-0.438413975247082	0.366881833606675	0.133934893880097	1.00490869862883	neut
LOC426037	4	9	1	2	118.8	237.6	15	2	1	-0.125	1	-0.0256410256410256	3	13	-0.662576278366217	0.0505734759430234	neut	-0.306001401211597	-1.84158061264589	-0.528005293778415	27.5569832230044	0.00265214413545257	neg	-1.18479295321215	-0.393982211997766	0.305808933394524	0.158566482630005	0.589777231839749	neg
LOC426385	3	9	1	9	329.67	659.34	15	2	0.593984962406015	0.666666666666667	1	0.15	10	12	-0.927846644163416	-0.200335542524549	neg	-0.564091093343983	-2.19531581532764	-0.865035675164884	6.45425944069146	0.00415041804103646	neg	-1.53017574524626	-0.708456095633216	0.269038396784288	0.138339663120716	0.523218009405041	neg
LOC427933	3	13	1	0	283.14	566.28	15	2	0.235294117647059	-Inf	1	-0.8125	1	16	-1.0284748019924	-0.297347607615963	neg	-0.662911204804182	-1.93074863876875	-0.627362109002421	35.4228779554733	0.00120237562531974	neg	-1.27905537388558	-0.795642543996957	0.355756910118283	0.185397379752898	0.682579631760555	neg
LOC428094	16	31	2	4	539.55	1079.1	15	2	1	0.03125	1	0.00709219858156029	6	47	-0.595537467031131	-0.157105440310007	neg	-0.376321453670569	-1.43707655530074	-0.635906253901926	34.7637841073404	0.00165688125060692	neg	-1.03649140460133	-0.476761401329728	0.409398049040866	0.274259347147846	0.61110667978865	neg
LOC428383	6	13	3	4	264.33	528.66	15	2	0.661343873517787	-0.625	1	-0.112781954887218	7	19	-0.593575948982159	-0.0131261746854694	neg	-0.303351061833814	-1.67009354428778	-0.558895241954126	15.1555452871671	0.00305300283556532	neg	-1.11449439312095	-0.393364002368816	0.368937859833452	0.211667513176671	0.643045324004899	neg
LOC428667	10	11	2	4	393.69	787.38	15	2	0.661835748792271	0.45	1	0.142857142857143	6	21	-0.543633072385005	-0.0224479949807154	neg	-0.28304053368286	-1.29285618049506	-0.247614571820477	16.0724628025251	0.00189762297785239	neg	-0.770235376157767	-0.368299057203206	0.516506545686695	0.306275751678259	0.871074595643615	neg
LOC429348	4	17	3	4	236.61	473.22	15	2	0.318285699807439	-2.1875	1	-0.238095238095238	7	21	-0.716572368055031	-0.0934619279711777	neg	-0.405017148013104	-1.99914164258964	-0.861414868211056	18.1048916607746	0.00354780547017692	neg	-1.43027825540035	-0.513221336586505	0.279324874667463	0.158148371547737	0.49336419742754	neg
LOC430443	0	6	0	1	187.11	374.22	15	2	1	NA	1	0	1	6	-1.46173955314931	-0.392444580663439	neg	-0.927092066906374	-2.60493884342484	-0.772065380600266	16.2820120693994	0.00158618580168014	neg	-1.68850211201255	-1.07362610544416	0.258550301756219	0.103407110526954	0.646483138281015	neg
LOC431250	7	17	0	6	349.47	698.94	15	2	0.290138520483348	1	1	0.291666666666667	6	24	-0.764858340011754	-0.178913153606204	neg	-0.471885746808979	-1.86892013442172	-0.795197135001453	20.0921057986866	0.00250446380139319	neg	-1.33205863471159	-0.589484211890052	0.315713326491812	0.184561952017397	0.540054450619022	neg
LOC693258	10	17	5	6	249.81	499.62	15	2	0.721903842106845	-0.416666666666667	1	-0.0841750841750842	11	27	-0.344162591206293	0.138753608246597	neut	-0.102704491479848	-1.52856920267644	-0.580674344063387	13.5214336323467	0.00467522585491085	neg	-1.05462177336992	-0.139411241813223	0.348306417388752	0.216845400660415	0.559508961051039	neg
LOC769510	72	77	17	24	883.08	1766.16	15	2	0.482581358218976	0.242476851851852	1	0.0685873301686037	41	149	-0.0233370625496211	0.221291417875014	neut	0.0989771776626962	-1.1161797222321	-0.664259315866551	15.2788876298488	0.005586940317494	neg	-0.890219519049324	0.140915158019937	0.4105654672535	0.327528526314484	0.514644351512756	neg
LOC769512	2	15	3	10	303.93	607.86	15	2	0.627805145046525	-1.25	1	-0.113122171945701	13	17	-0.885530871657323	-0.191640618078625	neg	-0.538585744867974	-2.37628852284487	-1.1316470023311	7.24664076734408	0.00585480635389197	neg	-1.75396776258799	-0.677210015535104	0.212943459398445	0.114285784519351	0.396787070177605	neg
LOC770026	16	23	2	3	306.9	613.8	15	2	1	0.0416666666666666	1	0.0102564102564102	5	39	-0.429794421512566	0.0282887213133565	neut	-0.200752850099605	-1.34247201924505	-0.490145532051582	36.8203630905161	0.0020520722794091	neg	-0.916308775648315	-0.263787689388799	0.399978433959238	0.261193395353445	0.612536175013374	neg
LOC770271	48	21	5	5	275.55	551.1	15	2	0.283643288206199	0.5625	1	0.195652173913043	10	69	0.12278634736137	0.46601167248783	pos	0.2943990099246	-0.657980743811784	0.0618349858436565	27.5170282843801	0.00298797635088543	neut	-0.298072878984064	0.439137490987906	0.66075730712664	0.461034908700499	0.946988258400885	neg
LOC770996	9	31	7	8	727.65	1455.3	15	2	0.101732698134908	-2.01388888888889	1	-0.241666666666667	15	40	-0.68378715058219	-0.229407885567992	neg	-0.456597518075091	-1.70317819680886	-0.856975742070501	13.5956496755137	0.00284404093945884	neg	-1.28007696943968	-0.575077652886157	0.331035406877203	0.216832042499193	0.505379592199549	neg
LOC771012	22	25	1	2	343.53	687.06	15	2	1	0.431818181818182	1	0.134751773049645	3	47	-0.410055688518146	0.0265313052660638	neut	-0.191762191626041	-1.13640881262203	-0.338596822746355	54.9154259054597	0.0013798653682813	neg	-0.73750281768419	-0.251983186071204	0.478302365057986	0.320969438715901	0.712749652058028	neg
LOC771085	18	21	7	2	395.01	790.02	15	2	0.140216748530672	-3.08333333333333	1	-0.316239316239316	9	39	-0.295189961652879	0.118203491040985	neut	-0.0884932353059469	-1.07869652053491	-0.244775108788274	21.1142196327558	0.00232543557598019	neg	-0.661735814661594	-0.11983201898723	0.51594449840919	0.340038366540055	0.782881108021682	neg
LOC776067	130	150	9	19	3059.43	6118.86	15	2	0.167109566913494	0.453441295546559	1	0.142857142857143	28	280	-0.363050429119739	-0.141855807963944	neg	-0.252453118541841	-0.839384105322257	-0.47262782532722	43.8741406973754	0.00114287964268004	neg	-0.656005965324739	-0.327721772070059	0.571819580991304	0.476014631856793	0.686916920994644	neg
LOC776273	0	48	2	24	1278.09	2556.18	15	2	0.120325805257312	-Inf	1	-0.0769230769230769	26	48	-1.6240168308764	-0.869639005710688	neg	-1.24682791829354	-3.30112430002963	-2.04366742389508	8.41375264959323	0.00398244582988949	neg	-2.67239586196235	-1.39843488668455	0.107331544171608	0.0572364249082254	0.201247127947938	neg
LPAR4	1	16	2	4	345.51	691.02	15	2	0.15527950310559	-7	1	-0.274509803921569	6	17	-1.14833063355016	-0.372103449186072	neg	-0.760217041368116	-2.43383075919749	-1.06876941096164	15.1024428017903	0.00264165672522059	neg	-1.75130008507956	-0.905240677682521	0.229873086943281	0.116163150831876	0.454891505015905	neg
LPAR5	15	17	0	2	367.29	734.58	15	2	0.491978609625668	1	1	0.46875	2	32	-0.54988818357464	-0.0572519566158299	neg	-0.303570070095235	-1.19567369875971	-0.271538340567077	43.773966224797	0.00115518984219196	neg	-0.733606019663395	-0.389838020498914	0.539360180006168	0.339794952627248	0.856176905697915	neg
LPCAT1	5	18	0	2	518.76	1037.52	15	2	1	1	1	0.217391304347826	2	23	-1.06430054538943	-0.415918416053918	neg	-0.740109480721673	-1.89138577136472	-0.733222956408627	31.3775152465834	0.00110015646566058	neg	-1.31230436388667	-0.877317240783882	0.353374044645397	0.198027885516432	0.630510391149557	neg
LPCAT3	9	26	2	4	552.42	1104.84	15	2	0.65137216806023	-0.444444444444444	1	-0.0761904761904762	6	35	-0.782785583818973	-0.270672039206073	neg	-0.526728811512523	-1.69872786783362	-0.766021896354714	26.7446136858295	0.00171905599125786	neg	-1.23237488209417	-0.649336634212702	0.355572638481832	0.22303108715614	0.566798997570106	neg
LPGAT1	1	8	0	0	311.85	623.7	15	2	1	NA	1	NA	0	9	-1.38315418836431	-0.453314704904445	neg	-0.918234446634379	-2.25833309713867	-0.630672765034097	23.410819733159	0.000989816552617048	neg	-1.44450293108639	-1.06011408291853	0.328559262279309	0.145602484999817	0.741411989545343	neg
LPIN2	10	34	1	6	878.13	1756.26	15	2	1	0.433333333333333	1	0.0844155844155844	7	44	-0.914585239727892	-0.421848559138894	neg	-0.668216899433393	-1.78053214131659	-0.897472838675277	27.0560532908453	0.00142896593466085	neg	-1.33900248999594	-0.802916707028712	0.335827124554196	0.215954107149249	0.522228059445204	neg
LRCH1	15	19	2	3	667.26	1334.52	15	2	1	0.155555555555556	1	0.0411764705882353	5	34	-0.610731346002575	-0.15589283124133	neg	-0.383312088621953	-1.15884700978126	-0.273388062494512	26.0924725792772	0.00115081967184021	neg	-0.716117536137887	-0.485986470774939	0.565635283839854	0.363311981817801	0.880678773271457	neg
LRFN2	1	16	1	1	297	594	15	2	0.204678362573099	-15	1	-0.441176470588235	2	17	-1.25266464167245	-0.43182960693024	neg	-0.842247124301344	-2.41648180283387	-0.996704858754428	30.6433656927786	0.00155160786594982	neg	-1.70659333079415	-0.981821640174935	0.246446146645679	0.121177613244631	0.501212175214768	neg
LRGUK	31	33	5	14	700.26	1400.52	15	2	0.11586743176348	0.619815668202765	1	0.221217105263158	19	64	-0.267517148790035	0.0656902400516084	neut	-0.100913454369213	-1.17519446264454	-0.520813475228824	15.2625946809173	0.00327276391814338	neg	-0.848003968936681	-0.136804278046754	0.428268484967661	0.308758500592483	0.594034648453303	neg
LRIG3	20	33	5	4	1092.96	2185.92	15	2	0.464616795131004	-1.0625	1	-0.178197064989518	9	53	-0.62606547167462	-0.238375872274326	neg	-0.432220671974473	-1.16253739360111	-0.422874571761103	25.7926058959946	0.00115750960576344	neg	-0.792705982681106	-0.54275071995868	0.533413047668542	0.368522693739002	0.772153879211911	neg
LRMP	64	64	10	5	1433.52	2867.04	15	2	0.279709817804313	-1	1	-0.166666666666667	15	128	-0.326076571419333	-0.0477211542731261	neg	-0.186898862846229	-0.768410235228527	-0.253500278367491	37.0800732977467	0.00118779322593179	neg	-0.510955256798009	-0.246350411309534	0.64490466321978	0.498514645374608	0.834270327672038	neg
LRP11	4	15	0	2	308.88	617.76	15	2	1	1	1	0.210526315789474	2	19	-1.00293635270199	-0.304198164340466	neg	-0.653567258521229	-2.00637116003457	-0.764952591905119	32.1670248565745	0.00148094729804217	neg	-1.38566187596985	-0.786239341722462	0.318789982795204	0.171342798843836	0.593025905887627	neg
LRP12	2	42	2	5	825.66	1651.32	15	2	0.0857983193277311	-7.4	1	-0.24025974025974	7	44	-1.3428567646884	-0.680462390962113	neg	-1.01165957782526	-2.57764103600453	-1.44776969338932	27.9163791632339	0.00168669457290098	neg	-2.01270536469693	-1.14954194528711	0.191643455812459	0.108920188685764	0.33713654345057	neg
LRP6	7	84	1	4	1596.87	3193.74	15	2	0.359078087477953	-2	1	-0.123076923076923	5	91	-1.36227633516841	-0.842749076949362	neg	-1.10251270605888	-2.32711164403899	-1.46128867050858	60.4521477547189	0.000845614533047135	neg	-1.89420015727378	-1.23024208096372	0.22144270120006	0.143630527115192	0.341407724652823	neg
LRRC1	13	30	9	7	764.28	1528.56	15	2	0.0784630253388981	-1.96703296703297	1	-0.260174418604651	16	43	-0.541722138142806	-0.133787080883345	neg	-0.337754609513075	-1.42460463182992	-0.637709295561692	13.4298571510618	0.00264118375085434	neg	-1.03115696369581	-0.435680305390634	0.406319382328809	0.274146677392238	0.602197022113825	neg
LRRC10	0	12	1	3	275.22	550.44	15	2	0.25	-Inf	1	-0.25	4	12	-1.34573529749243	-0.424262124069999	neg	-0.884998710781213	-2.67750553512325	-1.08600173601092	15.2553881360433	0.00237156225051679	neg	-1.88175363556708	-1.03260395227076	0.21029674103341	0.0949132923221298	0.466037311070238	neg
LRRC14B	34	35	6	9	959.97	1919.94	15	2	0.577923210862027	0.313725490196078	1	0.0927536231884058	15	69	-0.34965199927609	-0.0215663394194341	neg	-0.185609169347762	-0.983928302466617	-0.337188480787755	20.4813019956063	0.00184376001383596	neg	-0.660558391627186	-0.245925806594336	0.555209477858431	0.401818868681661	0.767192734079487	neg
LRRC17	1	9	1	0	433.62	867.24	15	2	0.181818181818182	-Inf	1	-0.9	1	10	-1.34413582658411	-0.475446078593234	neg	-0.909790952588672	-2.13834670012012	-0.592790703269313	18.1178750813437	0.000998684793327499	neg	-1.36556870169472	-1.0548730852514	0.35496329355504	0.163885720309731	0.768704287756901	neg
LRRC23	10	17	4	5	332.64	665.28	15	2	0.711512791991101	-0.36	1	-0.0740740740740741	9	27	-0.465789896912164	0.0253514634115695	neut	-0.220219216750297	-1.48154628988147	-0.524433006535814	15.8186120085667	0.00310324052850147	neg	-1.00298964820864	-0.290496941652006	0.366787163707678	0.227285027737618	0.591888142470691	neg
LRRC30	13	15	3	1	296.01	592.02	15	2	0.599555061179088	-2.46153846153846	1	-0.285714285714286	4	28	-0.431938615824777	0.061590508055736	neut	-0.185174053884521	-1.16697722829749	-0.20258990300252	30.5316666250584	0.00164973323707153	neg	-0.684783565650005	-0.244485854190261	0.504190896707989	0.311306179897714	0.816612790366351	neg
LRRC32	11	25	3	2	669.24	1338.48	15	2	0.316951739929917	-2.40909090909091	1	-0.294444444444444	5	36	-0.746816610274698	-0.26453857309643	neg	-0.505677591685564	-1.43745906084604	-0.541407237098234	29.53280596839	0.00122859109699184	neg	-0.989433148972139	-0.625367875571839	0.449854353954673	0.287404580400737	0.704122854510098	neg
LRRC6	23	26	4	3	717.75	1435.5	15	2	0.700446473615175	-0.507246376811594	1	-0.102040816326531	7	49	-0.464140880121904	-0.0723695796246311	neg	-0.268255229873268	-1.00664072267859	-0.242412870577306	29.0516804136428	0.00126791043780509	neg	-0.624526796627946	-0.34799269419611	0.593801319511589	0.40522187295568	0.870146313701995	neg
LRRC72	8	12	2	1	226.71	453.42	15	2	0.55957086391869	-2	1	-0.266666666666667	3	20	-0.558999308047388	0.0178005820404588	neut	-0.270599363003464	-1.40896387475351	-0.307868238459402	29.9209235478947	0.00174781554374232	neg	-0.858416056606455	-0.350752439843367	0.423832556618167	0.244393388809191	0.735022805471129	neg
