gene	FR	FS	PR	PS	Tsil	Trepl	npop	nout	mk_pval	alpha	mk_pval_fdr	dos	total_poly	total_div
COL3A1	15	54	0	4	1440.45	2880.9	15	1	0.574763650395524	1	1	0.217391304347826	4	69
COL4A1	18	50	5	15	1753.95	3507.9	15	1	1	0.0740740740740741	1	0.0147058823529412	20	68
COL4A2	27	66	10	17	1650.99	3301.98	15	1	0.480575283426299	-0.437908496732026	1	-0.080047789725209	27	93
COL4A3	45	54	17	14	1626.24	3252.48	15	1	0.413135302011684	-0.457142857142857	1	-0.093841642228739	31	99
COL4A3BP	0	19	0	2	587.07	1174.14	15	1	1	NA	1	0	2	19
COL4A4	40	69	11	9	1653.63	3307.26	15	1	0.141146331341305	-1.10833333333333	1	-0.18302752293578	20	109
COL4A5	11	59	1	6	1642.41	3284.82	15	1	1	0.106060606060606	1	0.0142857142857143	7	70
COL4A6	25	68	7	14	1682.01	3364.02	15	1	0.594836376244829	-0.36	1	-0.0645161290322581	21	93
COL5A1	8	81	1	20	1758.24	3516.48	15	1	1	0.49375	1	0.0422685928303906	21	89
COL5A2	7	59	0	7	1448.04	2896.08	15	1	1	1	1	0.106060606060606	7	66
COL6A1	5	47	9	18	930.6	1861.2	15	1	0.0132982330499161	-3.7	0.618176018064783	-0.237179487179487	27	52
COL6A2	8	26	0	5	902.88	1805.76	15	1	0.562801668064826	1	1	0.235294117647059	5	34
COL6A3	35	151	7	11	3132.36	6264.72	15	1	0.0631848274236883	-1.74545454545455	0.878646123461792	-0.200716845878136	18	186
COL6A6	154	100	37	23	2468.73	4937.46	15	1	1	-0.0446075663466967	1	-0.0103674540682415	60	254
COL8A1	0	28	4	9	601.92	1203.84	15	1	0.00706033376123233	-Inf	0.495282212683078	-0.307692307692308	13	28
COL8A2	3	48	3	14	627	1254	15	1	0.160099850398358	-2.42857142857143	1	-0.117647058823529	17	51
COL9A1	8	38	7	4	910.8	1821.6	15	1	0.00432813028864697	-7.3125	0.454265500730165	-0.462450592885375	11	46
COL9A2	3	20	3	11	324.39	648.78	15	1	0.653385002649709	-0.818181818181818	1	-0.0838509316770186	14	23
COL9A3	3	21	1	7	663.3	1326.6	15	1	1	0	1	0	8	24
COLCA2	1	10	0	2	150.81	301.62	15	1	1	1	1	0.0909090909090909	2	11
COLEC10	5	12	1	3	301.95	603.9	15	1	1	0.2	1	0.0441176470588235	4	17
COLEC11	2	12	0	1	269.28	538.56	15	1	1	1	1	0.142857142857143	1	14
COLEC12	3	22	3	6	785.07	1570.14	15	1	0.305846365242426	-2.66666666666667	1	-0.213333333333333	9	25
COLGALT2	8	18	2	3	584.43	1168.86	15	1	1	-0.5	1	-0.0923076923076923	5	26
COLQ	3	18	5	3	448.47	896.94	15	1	0.0187619476974799	-9	0.683149554847669	-0.482142857142857	8	21
COMMD1	3	6	4	2	151.14	302.28	15	1	0.314685314685315	-3	1	-0.333333333333333	6	9
COMMD10	2	3	0	1	118.14	236.28	15	1	1	1	1	0.4	1	5
COMMD2	2	3	0	1	150.15	300.3	15	1	1	1	1	0.4	1	5
COMMD4	0	9	1	5	138.27	276.54	15	1	0.4	-Inf	1	-0.166666666666667	6	9
COMMD5	1	2	1	0	181.83	363.66	15	1	1	-Inf	1	-0.666666666666667	1	3
COMMD6	7	12	3	3	188.43	376.86	15	1	0.653162055335968	-0.714285714285714	1	-0.131578947368421	6	19
COMMD7	0	6	1	1	171.27	342.54	15	1	0.25	-Inf	1	-0.5	2	6
COMMD8	4	5	1	0	108.9	217.8	15	1	1	-Inf	1	-0.555555555555556	1	9
COMMD9	1	3	1	3	150.15	300.3	15	1	1	0	1	0	4	4
COMT	7	8	2	2	281.16	562.32	15	1	1	-0.142857142857143	1	-0.0333333333333333	4	15
COMTD1	2	9	2	1	232.32	464.64	15	1	0.175824175824176	-8	1	-0.484848484848485	3	11
COPA	3	40	3	9	1180.08	2360.16	15	1	0.110280125596441	-3.44444444444444	0.98538656216834	-0.180232558139535	12	43
COPB1	17	79	13	15	1093.29	2186.58	15	1	0.00463339695423297	-3.02745098039216	0.458402469160589	-0.287202380952381	28	96
COPB2	2	43	1	15	903.87	1807.74	15	1	1	-0.433333333333333	1	-0.0180555555555556	16	45
COPE	1	16	3	2	264.33	528.66	15	1	0.0239234449760766	-23	0.748072489277835	-0.541176470588235	5	17
COPG2	1	41	2	13	851.07	1702.14	15	1	0.166267942583732	-5.30769230769231	1	-0.10952380952381	15	42
COPRS	10	7	2	1	181.17	362.34	15	1	1	-0.4	1	-0.0784313725490196	3	17
COPS2	0	10	0	0	439.56	879.12	15	1	1	NA	1	NA	0	10
COPS4	0	15	0	3	402.93	805.86	15	1	1	NA	1	0	3	15
COPS5	0	8	2	1	273.24	546.48	15	1	0.0545454545454546	-Inf	0.846060006968071	-0.666666666666667	3	8
COPS7A	0	7	0	0	207.57	415.14	15	1	1	NA	1	NA	0	7
COPS7B	3	8	1	2	288.09	576.18	15	1	1	-0.333333333333333	1	-0.0606060606060606	3	11
COPS8	2	5	0	0	205.92	411.84	15	1	1	NA	1	NA	0	7
COQ10A	4	8	1	2	121.77	243.54	15	1	1	0	1	0	3	12
COQ2	15	16	3	3	463.98	927.96	15	1	1	-0.0666666666666667	1	-0.0161290322580645	6	31
COQ3	14	13	2	1	322.41	644.82	15	1	1	-0.857142857142857	1	-0.148148148148148	3	27
COQ6	3	18	2	5	430.32	860.64	15	1	0.573717948717949	-1.4	1	-0.142857142857143	7	21
COQ7	1	2	0	0	132.66	265.32	15	1	1	NA	1	NA	0	3
COQ8A	5	20	1	3	643.5	1287	15	1	1	-0.333333333333333	1	-0.05	4	25
COQ9	4	8	2	0	281.49	562.98	15	1	0.164835164835165	-Inf	1	-0.666666666666667	2	12
COR8	13	10	3	5	319.77	639.54	15	1	0.433147942157953	0.538461538461538	1	0.190217391304348	8	23
CORIN	31	51	11	8	1399.53	2799.06	15	1	0.12712569561558	-1.26209677419355	1	-0.200898587933248	19	82
CORO1C	8	23	6	14	802.56	1605.12	15	1	0.758211255682925	-0.232142857142857	1	-0.0419354838709677	20	31
CORO2A	14	25	2	1	517.77	1035.54	15	1	0.547038327526132	-2.57142857142857	1	-0.307692307692308	3	39
CORO2B	1	12	1	12	403.26	806.52	15	1	1	0	1	0	13	13
CORO6	1	3	0	2	219.78	439.56	15	1	1	1	1	0.25	2	4
COTL1	2	3	4	1	165.33	330.66	15	1	0.523809523809524	-5	1	-0.4	5	5
COX10	5	8	0	2	209.88	419.76	15	1	0.523809523809524	1	1	0.384615384615385	2	13
COX11	5	2	0	1	169.62	339.24	15	1	0.375	1	1	0.714285714285714	1	7
COX17	1	2	0	0	41.25	82.5	15	1	1	NA	1	NA	0	3
COX18	9	16	3	2	288.09	576.18	15	1	0.364405709233295	-1.66666666666667	1	-0.24	5	25
COX20	0	4	1	1	116.16	232.32	15	1	0.333333333333333	-Inf	1	-0.5	2	4
COX4I1	4	20	0	1	170.28	340.56	15	1	1	1	1	0.166666666666667	1	24
COX5A	0	2	0	2	116.49	232.98	15	1	1	NA	1	0	2	2
COX7A2L	1	0	0	1	92.07	184.14	15	1	1	1	1	1	1	1
COX7B	3	6	0	0	78.21	156.42	15	1	1	NA	1	NA	0	9
CP	22	30	5	4	1069.2	2138.4	15	1	0.491560532614933	-0.704545454545455	1	-0.132478632478633	9	52
CPA1	6	13	4	1	309.54	619.08	15	1	0.122200263504611	-7.66666666666667	1	-0.48421052631579	5	19
CPA2	7	16	0	5	382.14	764.28	15	1	0.289529914529915	1	1	0.304347826086957	5	23
CPA5	9	17	5	11	379.17	758.34	15	1	1	0.141414141414141	1	0.0336538461538461	16	26
CPA6	3	13	2	1	396.33	792.66	15	1	0.154798761609907	-7.66666666666667	1	-0.479166666666667	3	16
CPAMD8	9	63	4	9	1842.06	3684.12	15	1	0.107031238161787	-2.11111111111111	0.983875031494079	-0.182692307692308	13	72
CPB1	8	13	0	1	413.82	827.64	15	1	1	1	1	0.380952380952381	1	21
CPB2	2	11	3	2	417.78	835.56	15	1	0.0987394957983193	-7.25	0.971353639774823	-0.446153846153846	5	13
CPD	15	73	4	15	1185.69	2371.38	15	1	0.741931638040275	-0.297777777777778	1	-0.0400717703349282	19	88
CPE	6	13	1	2	431.64	863.28	15	1	1	-0.0833333333333333	1	-0.0175438596491228	3	19
CPEB1	4	24	1	7	555.72	1111.44	15	1	1	0.142857142857143	1	0.0178571428571428	8	28
CPEB2	0	6	1	4	447.81	895.62	15	1	0.454545454545455	-Inf	1	-0.2	5	6
CPEB3	0	10	0	2	657.36	1314.72	15	1	1	NA	1	0	2	10
CPEB4	0	8	0	2	691.02	1382.04	15	1	1	NA	1	0	2	8
CPED1	28	12	4	0	512.16	1024.32	15	1	0.561550191158813	-Inf	1	-0.3	4	40
CPLX2	0	2	0	4	127.05	254.1	15	1	1	NA	1	0	4	2
CPLX3	0	2	0	1	70.95	141.9	15	1	1	NA	1	0	1	2
CPLX4	0	6	0	1	159.39	318.78	15	1	1	NA	1	0	1	6
CPM	23	23	4	7	406.56	813.12	15	1	0.511576527333873	0.428571428571429	1	0.136363636363636	11	46
CPN1	5	23	0	2	449.46	898.92	15	1	1	1	1	0.178571428571429	2	28
CPNE1	9	22	7	5	487.08	974.16	15	1	0.0920419882144286	-2.42222222222222	0.953786405978059	-0.293010752688172	12	31
CPNE2	0	18	2	3	538.56	1077.12	15	1	0.0395256916996048	-Inf	0.794548741720226	-0.4	5	18
CPNE3	8	16	0	2	528.66	1057.32	15	1	1	1	1	0.333333333333333	2	24
CPNE7	3	9	3	9	322.08	644.16	15	1	1	0	1	0	12	12
CPNE8	1	13	0	1	527.01	1054.02	15	1	1	1	1	0.0714285714285714	1	14
CPNE9	1	8	6	12	379.83	759.66	15	1	0.363210702341137	-3	1	-0.222222222222222	18	9
CPO	11	16	0	0	448.47	896.94	15	1	1	NA	1	NA	0	27
CPOX	2	12	0	2	272.91	545.82	15	1	1	1	1	0.142857142857143	2	14
CPPED1	8	10	3	1	309.87	619.74	15	1	0.586466165413534	-2.75	1	-0.305555555555556	4	18
CPQ	3	4	3	2	223.41	446.82	15	1	1	-1	1	-0.171428571428571	5	7
CPS1	29	53	6	5	1584.66	3169.32	15	1	0.320433782338481	-1.19310344827586	1	-0.19179600886918	11	82
CPSF2	1	23	0	1	775.17	1550.34	15	1	1	1	1	0.0416666666666667	1	24
CPSF3	0	28	0	5	619.08	1238.16	15	1	1	NA	1	0	5	28
CPSF4	0	4	0	1	189.09	378.18	15	1	1	NA	1	0	1	4
CPSF4L	12	5	3	2	143.22	286.44	15	1	1	0.375	1	0.105882352941177	5	17
CPSF6	4	10	0	3	543.18	1086.36	15	1	0.541176470588235	1	1	0.285714285714286	3	14
CPSF7	3	6	0	1	153.45	306.9	15	1	1	1	1	0.333333333333333	1	9
CPT2	11	22	5	7	639.54	1279.08	15	1	0.728383240831239	-0.428571428571429	1	-0.0833333333333334	12	33
CPTP	1	7	0	2	177.54	355.08	15	1	1	1	1	0.125	2	8
CPXM2	14	37	4	4	848.76	1697.52	15	1	0.231498069031013	-1.64285714285714	1	-0.225490196078431	8	51
CPZ	14	35	6	2	643.5	1287	15	1	0.0174341381888552	-6.5	0.676623948358463	-0.464285714285714	8	49
CR1L	78	48	11	10	832.26	1664.52	15	1	0.472496875244867	0.323076923076923	1	0.0952380952380952	21	126
CRABP2	1	3	0	0	136.62	273.24	15	1	1	NA	1	NA	0	4
CRACR2B	23	27	14	4	700.92	1401.84	15	1	0.0275366483148011	-3.10869565217391	0.761210061313465	-0.317777777777778	18	50
CRAMP1	12	51	2	14	1345.41	2690.82	15	1	0.722845642771406	0.392857142857143	1	0.0654761904761905	16	63
CRAT	3	34	1	8	611.82	1223.64	15	1	1	-0.416666666666667	1	-0.03003003003003	9	37
CRB1	36	50	7	3	1295.25	2590.5	15	1	0.106079371427101	-2.24074074074074	0.983805342817882	-0.281395348837209	10	86
CRB2	52	74	13	19	1461.24	2922.48	15	1	1	0.0263157894736842	1	0.00644841269841268	32	126
CRBN	2	14	0	3	430.65	861.3	15	1	1	1	1	0.125	3	16
CRCBL	46	35	15	7	885.72	1771.44	15	1	0.463849620168686	-0.630434782608696	1	-0.113916947250281	22	81
CRCP	0	3	0	0	147.18	294.36	15	1	1	NA	1	NA	0	3
CREB1	0	5	1	0	316.8	633.6	15	1	0.166666666666667	-Inf	1	-1	1	5
CREB3	12	15	5	5	353.43	706.86	15	1	1	-0.25	1	-0.0555555555555556	10	27
CREB3L1	2	11	1	3	470.25	940.5	15	1	1	-0.833333333333333	1	-0.0961538461538461	4	13
CREB3L2	1	16	3	4	495.66	991.32	15	1	0.0592885375494071	-11	0.865311545612266	-0.369747899159664	7	17
CREB3L3	6	12	4	13	236.94	473.88	15	1	0.711194256244312	0.384615384615385	1	0.0980392156862745	17	18
CREB5	1	1	0	0	93.72	187.44	15	1	1	NA	1	NA	0	2
CREBL2	3	2	0	0	131.67	263.34	15	1	1	NA	1	NA	0	5
CREBRF	0	23	2	8	630.63	1261.26	15	1	0.0852272727272728	-Inf	0.950356516076024	-0.2	10	23
CREG1	0	6	0	0	137.61	275.22	15	1	1	NA	1	NA	0	6
CREG2	12	11	3	4	217.8	435.6	15	1	1	0.3125	1	0.093167701863354	7	23
CRELD2	4	8	1	0	308.88	617.76	15	1	0.384615384615385	-Inf	1	-0.666666666666667	1	12
CREM	4	10	0	1	381.15	762.3	15	1	1	1	1	0.285714285714286	1	14
CRH	1	0	2	0	178.2	356.4	15	1	1	NA	1	0	2	1
CRHBP	4	15	0	1	292.05	584.1	15	1	1	1	1	0.210526315789474	1	19
CRHR1	0	20	1	1	416.79	833.58	15	1	0.0909090909090909	-Inf	0.953786405978059	-0.5	2	20
CRHR2	0	6	0	3	347.49	694.98	15	1	1	NA	1	0	3	6
CRIM1	2	34	1	2	876.15	1752.3	15	1	0.218732902943429	-7.5	1	-0.277777777777778	3	36
CRIP1	0	3	0	1	64.02	128.04	15	1	1	NA	1	0	1	3
CRIP2	0	4	0	3	183.15	366.3	15	1	1	NA	1	0	3	4
CRIPT	0	3	0	1	100.98	201.96	15	1	1	NA	1	0	1	3
CRISP2	4	8	0	0	256.41	512.82	15	1	1	NA	1	NA	0	12
CRISPLD1	6	18	0	0	484.44	968.88	15	1	1	NA	1	NA	0	24
CRISPLD2	3	23	2	4	498.96	997.92	15	1	0.227911965676148	-2.83333333333333	1	-0.217948717948718	6	26
CRK	1	2	0	1	256.41	512.82	15	1	1	1	1	0.333333333333333	1	3
CRLF2	10	17	0	1	374.22	748.44	15	1	1	1	1	0.37037037037037	1	27
CRLF3	2	13	1	3	405.57	811.14	15	1	0.530443756449949	-1.16666666666667	1	-0.116666666666667	4	15
CRMP1	1	15	1	1	554.4	1108.8	15	1	0.215686274509804	-14	1	-0.4375	2	16
CRNKL1	31	33	6	7	842.49	1684.98	15	1	1	0.0875576036866359	1	0.0228365384615384	13	64
CROCC	7	9	8	9	344.52	689.04	15	1	1	-0.142857142857143	1	-0.0330882352941176	17	16
CROT	19	25	2	4	615.45	1230.9	15	1	1	0.342105263157895	1	0.0984848484848485	6	44
CRP	4	5	1	1	166.98	333.96	15	1	1	-0.25	1	-0.0555555555555556	2	9
CRTAC1	11	41	11	19	599.28	1198.56	15	1	0.194974824833688	-1.15789473684211	1	-0.155128205128205	30	52
CRTAM	27	27	11	7	470.58	941.16	15	1	0.586474738079126	-0.571428571428571	1	-0.111111111111111	18	54
CRTAP	6	14	1	0	370.26	740.52	15	1	0.333333333333333	-Inf	1	-0.7	1	20
CRY1	0	18	2	1	607.86	1215.72	15	1	0.0142857142857143	-Inf	0.629301355578728	-0.666666666666667	3	18
CRY2	3	19	3	3	516.12	1032.24	15	1	0.0913043478260869	-5.33333333333333	0.953786405978059	-0.363636363636364	6	22
CRY4	15	26	7	9	524.7	1049.4	15	1	0.763438882166565	-0.348148148148148	1	-0.0716463414634146	16	41
CRYAA	1	4	3	1	172.26	344.52	15	1	0.206349206349207	-11	1	-0.55	4	5
CRYAB	3	8	0	2	173.25	346.5	15	1	1	1	1	0.272727272727273	2	11
CRYBA1	1	5	1	1	213.84	427.68	15	1	0.464285714285714	-4	1	-0.333333333333333	2	6
CRYBA2	2	0	2	1	137.94	275.88	15	1	1	1	1	0.333333333333333	3	2
CRYBA4	1	5	3	5	106.92	213.84	15	1	0.580419580419581	-2	1	-0.208333333333333	8	6
CRYBB1	10	10	9	9	208.56	417.12	15	1	1	0	1	0	18	20
CRYBB2	0	4	0	5	155.76	311.52	15	1	1	NA	1	0	5	4
CRYBB3	3	4	1	3	174.24	348.48	15	1	1	0.555555555555556	1	0.178571428571429	4	7
CRYBG3	136	94	28	11	2514.27	5028.54	15	1	0.157224268122375	-0.759358288770053	1	-0.126644370122631	39	230
CRYGN	9	12	6	2	302.28	604.56	15	1	0.214759287023155	-3	1	-0.321428571428571	8	21
CRYGS	2	5	2	2	162.03	324.06	15	1	0.575757575757576	-1.5	1	-0.214285714285714	4	7
CRYL1	3	5	2	3	312.51	625.02	15	1	1	-0.111111111111111	1	-0.025	5	8
CRYM	2	12	0	0	254.76	509.52	15	1	1	NA	1	NA	0	14
CRYZ	6	9	3	2	328.68	657.36	15	1	0.61687306501548	-1.25	1	-0.2	5	15
CRYZL1	2	7	3	4	297.99	595.98	15	1	0.596153846153846	-1.625	1	-0.206349206349206	7	9
CS	1	11	1	3	338.91	677.82	15	1	0.45	-2.66666666666667	1	-0.166666666666667	4	12
CSDC2	0	2	0	0	87.12	174.24	15	1	1	NA	1	NA	0	2
CSDE1	1	23	0	0	873.84	1747.68	15	1	1	NA	1	NA	0	24
CSE1L	7	43	1	7	1579.05	3158.1	15	1	1	0.122448979591837	1	0.015	8	50
CSF1	17	20	4	6	495	990	15	1	1	0.215686274509804	1	0.0594594594594595	10	37
CSF1R	42	47	10	13	979.11	1958.22	15	1	0.817306999246251	0.139194139194139	1	0.0371275036638984	23	89
CSF2	22	10	2	2	139.59	279.18	15	1	0.587675070028011	0.545454545454545	1	0.1875	4	32
CSF2RA	38	7	2	1	396.99	793.98	15	1	0.428769657724329	0.631578947368421	1	0.177777777777778	3	45
CSF2RB	33	22	8	6	620.4	1240.8	15	1	1	0.111111111111111	1	0.0285714285714286	14	55
CSF3	0	3	0	4	80.19	160.38	15	1	1	NA	1	0	4	3
CSF3R	19	28	14	17	653.4	1306.8	15	1	0.815308257446129	-0.213622291021672	1	-0.0473575840768703	31	47
CSGALNACT1	4	32	2	5	501.93	1003.86	15	1	0.247638709321845	-2.2	1	-0.174603174603175	7	36
CSGALNACT2	1	19	0	3	536.58	1073.16	15	1	1	1	1	0.05	3	20
CSK	0	3	0	0	112.53	225.06	15	1	1	NA	1	NA	0	3
CSMD1	21	55	3	3	1663.53	3327.06	15	1	0.351530360483741	-1.61904761904762	1	-0.223684210526316	6	76
CSMD2	11	147	9	31	3226.74	6453.48	15	1	0.00719913639413225	-2.87976539589443	0.496534721583864	-0.155379746835443	40	158
CSMD3	10	73	4	9	1799.16	3598.32	15	1	0.0935018218140583	-2.24444444444444	0.958791526417971	-0.187210379981464	13	83
CSNK1A1	0	5	0	0	308.88	617.76	15	1	1	NA	1	NA	0	5
CSNK1D	1	10	0	0	401.94	803.88	15	1	1	NA	1	NA	0	11
CSNK1E	0	20	0	7	412.83	825.66	15	1	1	NA	1	0	7	20
CSNK1G1	0	16	0	8	460.35	920.7	15	1	1	NA	1	0	8	16
CSNK2A1	0	11	0	5	388.08	776.16	15	1	1	NA	1	0	5	11
CSNK2A2	0	5	1	1	301.95	603.9	15	1	0.285714285714286	-Inf	1	-0.5	2	5
CSPG4	62	81	44	33	2022.9	4045.8	15	1	0.0657182834174339	-0.741935483870968	0.884435842948953	-0.137862137862138	77	143
CSPG5	1	1	1	0	8.58	17.16	15	1	1	-Inf	1	-0.5	1	2
CSPP1	38	41	11	3	1188.33	2376.66	15	1	0.0441036404287247	-2.95614035087719	0.822543273817637	-0.304701627486438	14	79
CSRNP1	13	34	6	4	565.29	1130.58	15	1	0.068482760126965	-2.92307692307692	0.888803134120932	-0.323404255319149	10	47
CSRNP2	8	11	5	11	492.69	985.38	15	1	0.726683754896745	0.375	1	0.108552631578947	16	19
CSRNP3	11	19	2	2	745.47	1490.94	15	1	0.627177850612386	-0.727272727272727	1	-0.133333333333333	4	30
CSRP1	1	7	0	5	191.07	382.14	15	1	1	1	1	0.125	5	8
CSRP2	0	12	0	6	193.05	386.1	15	1	1	NA	1	0	6	12
CSRP3	5	11	1	0	221.1	442.2	15	1	0.352941176470588	-Inf	1	-0.6875	1	16
CST3	9	4	0	2	135.3	270.6	15	1	0.142857142857143	1	1	0.692307692307692	2	13
CST7	5	8	0	4	146.52	293.04	15	1	0.260504201680672	1	1	0.384615384615385	4	13
CSTA-CSTB	9	1	0	1	61.05	122.1	15	1	0.181818181818182	1	1	0.9	1	10
CSTF1	0	16	0	0	458.37	916.74	15	1	1	NA	1	NA	0	16
CSTF2	0	22	0	9	526.02	1052.04	15	1	1	NA	1	0	9	22
CSTF3	0	16	1	3	701.91	1403.82	15	1	0.2	-Inf	1	-0.25	4	16
CTBP1	2	6	1	0	397.65	795.3	15	1	0.333333333333333	-Inf	1	-0.75	1	8
CTBP2	18	53	17	26	962.61	1925.22	15	1	0.143109522462743	-0.925213675213675	1	-0.141827710448739	43	71
CTBPL	1	6	0	0	436.59	873.18	15	1	1	NA	1	NA	0	7
CTC1	58	47	10	11	1224.3	2448.6	15	1	0.633079341039291	0.263322884012539	1	0.0761904761904763	21	105
CTCF	2	24	1	2	734.58	1469.16	15	1	0.288451012588944	-5	1	-0.256410256410256	3	26
CTDP1	9	31	4	3	790.68	1581.36	15	1	0.0804659942991659	-3.59259259259259	0.937475435512484	-0.346428571428571	7	40
CTDSPL	7	5	1	0	316.14	632.28	15	1	1	-Inf	1	-0.416666666666667	1	12
CTDSPL2	0	10	0	1	464.31	928.62	15	1	1	NA	1	0	1	10
CTGF	2	10	1	0	307.23	614.46	15	1	0.230769230769231	-Inf	1	-0.833333333333333	1	12
CTGFL	4	7	3	4	304.59	609.18	15	1	1	-0.3125	1	-0.0649350649350649	7	11
CTH	2	14	3	5	383.46	766.92	15	1	0.288537549407114	-3.2	1	-0.25	8	16
CTHRC1	1	12	0	1	198.66	397.32	15	1	1	1	1	0.0769230769230769	1	13
CTIF	10	8	3	5	459.69	919.38	15	1	0.672768878718535	0.52	1	0.180555555555556	8	18
CTLA4	3	4	0	0	203.94	407.88	15	1	1	NA	1	NA	0	7
CTNNA2	1	10	0	0	634.59	1269.18	15	1	1	NA	1	NA	0	11
CTNNA3	25	35	9	2	1020.36	2040.72	15	1	0.0206083248255709	-5.3	0.70665477455864	-0.401515151515152	11	60
CTNNAL1	4	19	3	3	746.79	1493.58	15	1	0.131476569407604	-3.75	1	-0.326086956521739	6	23
CTNNB1	0	21	3	5	774.18	1548.36	15	1	0.0153256704980843	-Inf	0.644532553699922	-0.375	8	21
CTNNBL1	5	29	1	5	594	1188	15	1	1	-0.16	1	-0.0196078431372549	6	34
CTNND1	5	50	1	12	900.9	1801.8	15	1	1	0.166666666666667	1	0.013986013986014	13	55
CTNND2	7	12	8	8	1135.2	2270.4	15	1	0.506019340560135	-0.714285714285714	1	-0.131578947368421	16	19
CTNS	3	13	5	2	379.17	758.34	15	1	0.02573045028288	-9.83333333333333	0.761210061313465	-0.526785714285714	7	16
CTPS1	2	21	2	5	561.33	1122.66	15	1	0.224521072796935	-3.2	1	-0.198757763975155	7	23
CTPS2	2	17	1	4	581.13	1162.26	15	1	0.521245059288538	-1.125	1	-0.0947368421052632	5	19
CTR9	2	46	3	6	1144.77	2289.54	15	1	0.0241039992777828	-10.5	0.749833173409377	-0.291666666666667	9	48
CTRC	1	0	1	1	13.86	27.72	15	1	1	1	1	0.5	2	1
CTRL	15	8	0	2	250.47	500.94	15	1	0.15	1	1	0.652173913043478	2	23
CTSA	30	13	0	2	757.68	1515.36	15	1	0.106060606060606	1	0.983805342817882	0.697674418604651	2	43
CTSB	0	7	1	6	331.65	663.3	15	1	1	-Inf	1	-0.142857142857143	7	7
CTSC	5	19	0	3	413.16	826.32	15	1	1	1	1	0.208333333333333	3	24
CTSD	0	28	1	10	357.06	714.12	15	1	0.282051282051282	-Inf	1	-0.0909090909090909	11	28
CTSE	16	15	7	6	386.43	772.86	15	1	1	-0.09375	1	-0.0223325062034739	13	31
CTSEAL	2	20	1	9	401.94	803.88	15	1	1	-0.111111111111111	1	-0.00909090909090909	10	22
CTSG	7	13	1	0	241.23	482.46	15	1	0.380952380952381	-Inf	1	-0.65	1	20
CTSH	0	17	2	5	264.66	529.32	15	1	0.0760869565217393	-Inf	0.919736921581953	-0.285714285714286	7	17
CTSK	5	22	0	3	329.67	659.34	15	1	1	1	1	0.185185185185185	3	27
CTSO	12	8	1	0	235.29	470.58	15	1	1	-Inf	1	-0.4	1	20
CTSS	8	26	2	1	326.04	652.08	15	1	0.171814671814672	-5.5	1	-0.431372549019608	3	34
CTSV	14	25	2	1	396.66	793.32	15	1	0.547038327526132	-2.57142857142857	1	-0.307692307692308	3	39
CTSZ	0	13	0	1	266.31	532.62	15	1	1	NA	1	0	1	13
CTTN	1	17	0	1	511.83	1023.66	15	1	1	1	1	0.0555555555555556	1	18
CTTNBP2	14	27	2	4	1142.79	2285.58	15	1	1	0.0357142857142857	1	0.00813008130081305	6	41
CTTNBP2NL	4	15	3	2	631.62	1263.24	15	1	0.126482213438735	-4.625	1	-0.389473684210526	5	19
CTU2	4	7	0	5	147.84	295.68	15	1	0.244505494505495	1	1	0.363636363636364	5	11
CTXN3	2	2	1	0	97.02	194.04	15	1	1	-Inf	1	-0.5	1	4
CUBN	72	121	29	24	3655.74	7311.48	15	1	0.0273483423085991	-1.0306712962963	0.761210061313465	-0.174112816502102	53	193
CUEDC1	3	16	2	7	329.01	658.02	15	1	1	-0.523809523809524	1	-0.064327485380117	9	19
CUEDC2	5	15	0	5	282.15	564.3	15	1	0.544042913608131	1	1	0.25	5	20
CUL1	0	19	0	3	752.4	1504.8	15	1	1	NA	1	0	3	19
CUL2	0	19	1	0	704.88	1409.76	15	1	0.05	-Inf	0.838566235774774	-1	1	19
CUL3	1	20	0	3	744.48	1488.96	15	1	1	1	1	0.0476190476190476	3	21
CUL4A	0	17	1	2	644.16	1288.32	15	1	0.15	-Inf	1	-0.333333333333333	3	17
CUL4B	3	32	0	2	804.21	1608.42	15	1	1	1	1	0.0857142857142857	2	35
CUL5	0	14	0	6	773.19	1546.38	15	1	1	NA	1	0	6	14
CUL9	11	27	9	9	818.07	1636.14	15	1	0.145996180090386	-1.45454545454545	1	-0.210526315789474	18	38
CUTA	1	6	1	1	140.58	281.16	15	1	0.416666666666667	-5	1	-0.357142857142857	2	7
CUX1	6	10	3	4	231.66	463.32	15	1	1	-0.25	1	-0.0535714285714285	7	16
CUX2	12	23	17	19	1074.81	2149.62	15	1	0.336590620144821	-0.714912280701754	1	-0.129365079365079	36	35
CUZD1	25	38	11	9	593.01	1186.02	15	1	0.301771803242197	-0.857777777777778	1	-0.153174603174603	20	63
CWC15	0	14	0	1	228.69	457.38	15	1	1	NA	1	0	1	14
CWC22	10	25	3	0	856.02	1712.04	15	1	0.0339023233760076	-Inf	0.787252650978106	-0.714285714285714	3	35
CWC25	9	31	2	5	416.13	832.26	15	1	0.659322605746764	-0.377777777777778	1	-0.0607142857142857	7	40
CWC27	6	13	0	0	330.66	661.32	15	1	1	NA	1	NA	0	19
CWF19L1	7	16	1	0	442.53	885.06	15	1	0.333333333333333	-Inf	1	-0.695652173913043	1	23
CWF19L2	7	16	3	3	400.95	801.9	15	1	0.632815460401667	-1.28571428571429	1	-0.195652173913043	6	23
